Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
System Administrator,"Firewall, Windows Server, Linux",5.3,MS in Systems Engineering,Red Hat Certified Engineer,7.5,48.25,credible,Glassdoor
Full Stack Developer,"Node.js, MongoDB, Express",7.2,B.Tech in Computer Applications,NA,7.21,35.68,credible,Glassdoor
Software Engineer,"Python, C++, Algorithms",2.8,B.Tech in Computer Science,NA,7.3,25.4,credible,Glassdoor
Product Manager,"User Research, JIRA, Roadmap Planning",1.8,MBA in Technology Management,Certified Scrum Product Owner,5.61,24.38,credible,LinkedIn
Cloud Engineer,"Google Cloud, Terraform, DevOps",0.0,B.Tech in Computer Science,Azure Fundamentals,8.19,40.52,credible,Glassdoor
Cybersecurity Analyst,"SIEM, Network Security, Ethical Hacking",5.0,MS in Information Security,CompTIA Security+,9.83,66.14,credible,Company Website
DevOps Engineer,"Docker, Terraform, CI/CD",3.4,B.Tech in Information Technology,Docker Certified Associate,7.76,45.58,credible,Company Website
Backend Developer,"Spring Boot, Flask, GraphQL",5.3,B.Tech in Software Engineering,NA,7.58,33.89,credible,LinkedIn
Product Manager,"Roadmap Planning, Agile, User Research",6.8,MBA in Technology Management,Certified Scrum Product Owner,9.62,68.96,credible,Company Website
Product Manager,"Roadmap Planning, Agile, JIRA",3.3,MBA in Technology Management,Certified Scrum Product Owner,6.2,32.85,credible,LinkedIn
System Administrator,"Windows Server, Networking, Bash Scripting",3.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.29,43.07,credible,Indeed
Product Manager,"Roadmap Planning, User Research, JIRA",0.0,MBA in Technology Management,Certified Scrum Product Owner,7.45,34.6,credible,Glassdoor
Database Administrator,"PostgreSQL, Database Optimization, MySQL",1.5,MS in Data Engineering,Oracle Certified DBA,6.87,33.71,credible,Company Website
Full Stack Developer,"Node.js, Django, Express",7.8,B.Tech in Computer Applications,NA,7.8,41.9,credible,Company Website
Frontend Developer,"Vue.js, CSS, Angular",9.0,MS in UI/UX Design,NA,8.15,47.7,credible,Company Website
Frontend Developer,"Angular, JavaScript, CSS",3.8,BS in Web Development,NA,8.31,35.98,credible,Glassdoor
Business Analyst,"SQL, Excel, Stakeholder Management",3.5,MBA in Data Analytics,Certified Business Analysis Professional,7.96,47.43,credible,Company Website
Product Manager,"JIRA, Roadmap Planning, Scrum",12.8,MBA in Technology Management,Certified Scrum Product Owner,7.4,66.2,credible,Indeed
DevOps Engineer,"AWS, CI/CD, Docker",2.2,MS in Cloud Computing,AWS Certified DevOps Engineer,6.27,30.66,credible,Indeed
QA Engineer,"Test Automation, JIRA, Bug Tracking",3.0,B.Tech in Computer Science,Certified Selenium Tester,7.5,42.5,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SIEM",8.7,BS in Cybersecurity,CEH,6.93,52.19,credible,LinkedIn
Software Engineer,"Data Structures, Algorithms, Python",11.1,B.Tech in Computer Science,NA,7.62,48.71,credible,Company Website
Database Administrator,"SQL, Database Optimization, MongoDB",1.2,BS in Database Management,Oracle Certified DBA,8.37,44.96,credible,LinkedIn
Cloud Engineer,"AWS, Azure, Terraform",4.0,MS in Cloud Computing,Azure Fundamentals,7.59,45.72,credible,Company Website
Data Scientist,"Python, Deep Learning, Machine Learning",6.8,MS in Artificial Intelligence,AWS Machine Learning,7.63,53.04,credible,Company Website
System Administrator,"Linux, Windows Server, Networking",2.8,BS in IT Administration,Microsoft Certified Solutions Expert,8.29,48.32,credible,Glassdoor
Business Analyst,"SQL, Excel, Tableau",7.5,MBA in Data Analytics,Certified Business Analysis Professional,7.48,53.59,credible,Indeed
QA Engineer,"JIRA, Bug Tracking, JUnit",2.3,MS in Software Testing,Certified Selenium Tester,7.74,42.67,credible,Company Website
Full Stack Developer,"MongoDB, Node.js, Django",2.5,B.Tech in Computer Applications,NA,8.06,30.73,credible,Indeed
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",5.8,PhD in AI,Google Professional ML Engineer,7.55,49.9,credible,Company Website
Backend Developer,"Django, Node.js, Spring Boot",5.5,B.Tech in Software Engineering,NA,7.94,37.27,credible,Company Website
Full Stack Developer,"MongoDB, Django, Node.js",3.8,MS in Full Stack Development,NA,7.76,31.58,credible,LinkedIn
Cloud Engineer,"Terraform, Azure, DevOps",3.8,MS in Cloud Computing,AWS Solutions Architect,9.7,62.1,credible,Company Website
DevOps Engineer,"AWS, Terraform, Docker",4.1,MS in Cloud Computing,AWS Certified DevOps Engineer,6.52,37.41,credible,Company Website
Database Administrator,"SQL, MySQL, MongoDB",4.7,BS in Database Management,Oracle Certified DBA,5.0,26.75,credible,Indeed
Data Scientist,"Machine Learning, Statistics, R",2.7,PhD in Machine Learning,AWS Machine Learning,6.41,33.03,credible,LinkedIn
QA Engineer,"JUnit, Test Automation, Selenium",6.3,MS in Software Testing,Certified Selenium Tester,7.27,48.91,credible,Indeed
AI/ML Engineer,"PyTorch, Computer Vision, Reinforcement Learning",9.2,MS in Deep Learning,Deep Learning Specialization,8.63,67.04,credible,Glassdoor
Product Manager,"User Research, Roadmap Planning, Agile",4.2,BBA in Product Management,Certified Scrum Product Owner,6.3,35.9,credible,LinkedIn
Software Engineer,"C++, Python, Data Structures",2.2,M.Tech in Computer Science,NA,8.13,30.54,credible,Glassdoor
Business Analyst,"Excel, Tableau, Stakeholder Management",5.3,BBA in Business Analytics,Certified Business Analysis Professional,8.09,52.97,credible,Indeed
Cloud Engineer,"Google Cloud, DevOps, AWS",1.4,MS in Cloud Computing,AWS Solutions Architect,8.23,44.34,credible,Glassdoor
Embedded Software Engineer,"C++, RTOS, C",0.0,MS in IoT,ARM Certified Embedded Developer,8.57,43.56,credible,Glassdoor
Database Administrator,"MySQL, Database Optimization, SQL",7.6,MS in Data Engineering,AWS Database Specialty,6.54,46.32,credible,Company Website
Software Engineer,"C++, Algorithms, Python",6.4,B.Tech in Computer Science,NA,6.55,28.4,credible,LinkedIn
DevOps Engineer,"CI/CD, Docker, Terraform",4.3,B.Tech in Information Technology,Docker Certified Associate,7.34,44.47,credible,Indeed
Frontend Developer,"JavaScript, Vue.js, CSS",5.1,BS in Web Development,NA,6.47,24.51,credible,Glassdoor
Data Scientist,"Deep Learning, Machine Learning, Statistics",7.5,PhD in Machine Learning,TensorFlow Developer,7.48,53.59,credible,Indeed
Database Administrator,"Database Optimization, MySQL, MongoDB",6.3,BS in Database Management,AWS Database Specialty,5.86,37.63,credible,Indeed
Business Analyst,"Stakeholder Management, Data Analysis, Tableau",2.0,MBA in Data Analytics,Certified Business Analysis Professional,9.41,55.28,credible,Glassdoor
Business Analyst,"SQL, Excel, Tableau",8.0,BBA in Business Analytics,Certified Business Analysis Professional,8.82,65.56,credible,LinkedIn
Backend Developer,"Flask, Node.js, GraphQL",3.9,B.Tech in Software Engineering,NA,7.1,26.55,credible,Company Website
Business Analyst,"Tableau, Stakeholder Management, SQL",3.3,MBA in Data Analytics,Certified Business Analysis Professional,8.37,50.21,credible,Glassdoor
System Administrator,"Firewall, Bash Scripting, Networking",4.4,BS in IT Administration,Microsoft Certified Solutions Expert,7.57,46.56,credible,Indeed
Software Engineer,"C++, Python, Algorithms",2.2,M.Tech in Computer Science,NA,6.12,14.46,credible,Company Website
System Administrator,"Linux, Firewall, Networking",6.9,BS in IT Administration,Microsoft Certified Solutions Expert,7.53,52.49,credible,LinkedIn
Embedded Software Engineer,"RTOS, C, Microcontrollers",6.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.32,56.56,credible,Indeed
Cloud Engineer,"Terraform, Azure, DevOps",1.2,MS in Cloud Computing,AWS Solutions Architect,7.35,36.8,credible,Glassdoor
Cloud Engineer,"DevOps, Google Cloud, AWS",12.3,MS in Cloud Computing,AWS Solutions Architect,6.86,60.63,credible,Glassdoor
DevOps Engineer,"CI/CD, AWS, Terraform",6.0,MS in Cloud Computing,Docker Certified Associate,7.32,48.56,credible,Glassdoor
System Administrator,"Networking, Windows Server, Linux",8.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.78,58.49,credible,Glassdoor
Cybersecurity Analyst,"SOC, Ethical Hacking, Network Security",8.9,BS in Cybersecurity,CEH,8.41,64.53,credible,Company Website
DevOps Engineer,"Terraform, Kubernetes, Docker",6.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.25,48.0,credible,Indeed
DevOps Engineer,"CI/CD, Terraform, AWS",1.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.54,39.57,credible,Indeed
Backend Developer,"Django, Node.js, GraphQL",4.4,B.Tech in Software Engineering,NA,8.48,38.84,credible,LinkedIn
Business Analyst,"SQL, Excel, Stakeholder Management",6.4,BBA in Business Analytics,Certified Business Analysis Professional,8.57,59.56,credible,Company Website
Data Scientist,"Deep Learning, Machine Learning, R",8.0,PhD in Machine Learning,AWS Machine Learning,9.79,73.32,credible,Indeed
Backend Developer,"GraphQL, Flask, Node.js",4.7,M.Tech in Software Systems,NA,8.63,40.79,credible,Indeed
Cybersecurity Analyst,"Network Security, SOC, Penetration Testing",6.1,MS in Information Security,CISSP,8.97,62.01,credible,Company Website
QA Engineer,"Bug Tracking, JUnit, Test Automation",8.0,B.Tech in Computer Science,ISTQB,6.66,48.28,credible,Indeed
Frontend Developer,"CSS, Vue.js, Angular",9.6,MS in UI/UX Design,NA,5.54,28.32,credible,LinkedIn
Cybersecurity Analyst,"SIEM, Network Security, Ethical Hacking",7.5,BS in Cybersecurity,CISSP,8.93,65.19,credible,Company Website
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",9.4,MBA in Data Analytics,Certified Business Analysis Professional,6.91,53.78,credible,Glassdoor
System Administrator,"Firewall, Windows Server, Bash Scripting",5.0,BS in IT Administration,Red Hat Certified Engineer,6.62,40.46,credible,LinkedIn
Product Manager,"JIRA, Agile, Roadmap Planning",7.0,BBA in Product Management,Certified Scrum Product Owner,8.36,59.38,credible,Glassdoor
AI/ML Engineer,"Computer Vision, PyTorch, NLP",6.0,PhD in AI,Deep Learning Specialization,7.38,49.04,credible,Company Website
Embedded Software Engineer,"RTOS, IoT, Microcontrollers",3.1,MS in IoT,ARM Certified Embedded Developer,7.02,38.91,credible,Glassdoor
QA Engineer,"Bug Tracking, JIRA, Test Automation",3.4,B.Tech in Computer Science,Certified Selenium Tester,8.58,52.14,credible,Indeed
System Administrator,"Windows Server, Networking, Firewall",8.9,BS in IT Administration,Microsoft Certified Solutions Expert,6.76,51.33,credible,Company Website
Embedded Software Engineer,"IoT, RTOS, Microcontrollers",7.7,B.Tech in Embedded Systems,ARM Certified Embedded Developer,9.86,73.13,credible,LinkedIn
System Administrator,"Linux, Windows Server, Firewall",1.3,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.45,29.85,credible,Glassdoor
Full Stack Developer,"Django, MongoDB, React",4.6,MS in Full Stack Development,NA,8.93,42.94,credible,Company Website
QA Engineer,"JUnit, Selenium, Bug Tracking",5.4,B.Tech in Computer Science,Certified Selenium Tester,7.76,50.58,credible,Company Website
Data Scientist,"Machine Learning, Statistics, Python",0.0,MS in Artificial Intelligence,TensorFlow Developer,9.58,51.64,credible,LinkedIn
Cloud Engineer,"DevOps, Terraform, Google Cloud",5.3,MS in Cloud Computing,AWS Solutions Architect,7.55,48.65,credible,Indeed
AI/ML Engineer,"PyTorch, Computer Vision, Reinforcement Learning",11.2,MS in Deep Learning,Google Professional ML Engineer,5.35,45.8,credible,Indeed
Embedded Software Engineer,"C, RTOS, IoT",4.5,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.7,55.85,credible,LinkedIn
AI/ML Engineer,"PyTorch, Reinforcement Learning, Computer Vision",10.6,MS in Deep Learning,Deep Learning Specialization,7.84,64.22,credible,Indeed
Product Manager,"Agile, User Research, Roadmap Planning",5.0,MBA in Technology Management,Certified Scrum Product Owner,7.23,45.34,credible,Indeed
System Administrator,"Windows Server, Networking, Bash Scripting",3.3,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.83,45.89,credible,Indeed
Full Stack Developer,"MongoDB, React, Node.js",4.4,MS in Full Stack Development,NA,10.0,51.0,credible,Indeed
QA Engineer,"JUnit, Bug Tracking, Test Automation",1.2,MS in Software Testing,ISTQB,9.18,51.44,credible,LinkedIn
Cloud Engineer,"Azure, Google Cloud, Terraform",4.4,B.Tech in Computer Science,Azure Fundamentals,6.48,37.84,credible,LinkedIn
DevOps Engineer,"Docker, Terraform, CI/CD",4.4,B.Tech in Information Technology,Docker Certified Associate,6.35,36.8,credible,Indeed
Cybersecurity Analyst,"Ethical Hacking, Network Security, SIEM",6.0,BS in Cybersecurity,CISSP,8.32,56.56,credible,LinkedIn
Database Administrator,"PostgreSQL, MySQL, MongoDB",6.1,MS in Data Engineering,AWS Database Specialty,7.45,49.85,credible,Indeed
Embedded Software Engineer,"IoT, C++, C",9.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.54,65.82,credible,Company Website
Cloud Engineer,"AWS, Google Cloud, Azure",6.2,MS in Cloud Computing,AWS Solutions Architect,5.54,34.82,credible,LinkedIn
Cybersecurity Analyst,"SIEM, Penetration Testing, SOC",6.1,MS in Information Security,CompTIA Security+,6.23,40.09,credible,Glassdoor
DevOps Engineer,"CI/CD, Kubernetes, AWS",9.7,MS in Cloud Computing,AWS Certified DevOps Engineer,7.23,57.09,credible,Indeed
Cybersecurity Analyst,"Ethical Hacking, SIEM, Penetration Testing",5.8,MS in Information Security,CompTIA Security+,9.59,66.22,credible,Company Website
QA Engineer,"Bug Tracking, JUnit, JIRA",8.9,B.Tech in Computer Science,Certified Selenium Tester,10.0,77.25,credible,Company Website
Backend Developer,"GraphQL, Flask, Django",7.8,M.Tech in Software Systems,NA,8.55,47.9,credible,LinkedIn
DevOps Engineer,"AWS, CI/CD, Kubernetes",7.7,MS in Cloud Computing,AWS Certified DevOps Engineer,8.07,58.81,credible,Indeed
Product Manager,"Scrum, JIRA, Roadmap Planning",0.1,MBA in Technology Management,Certified Scrum Product Owner,7.09,31.97,credible,Glassdoor
QA Engineer,"Test Automation, Selenium, JIRA",1.2,B.Tech in Computer Science,ISTQB,8.63,47.04,credible,LinkedIn
Embedded Software Engineer,"IoT, Microcontrollers, C++",3.8,MS in IoT,ARM Certified Embedded Developer,8.23,50.34,credible,Indeed
DevOps Engineer,"Docker, Kubernetes, AWS",11.2,MS in Cloud Computing,AWS Certified DevOps Engineer,6.54,55.32,credible,LinkedIn
AI/ML Engineer,"Computer Vision, NLP, TensorFlow",3.7,BS in AI & ML,Google Professional ML Engineer,6.3,34.65,credible,Indeed
Software Engineer,"Python, Algorithms, Java",4.2,M.Tech in Computer Science,NA,8.75,40.5,credible,Company Website
DevOps Engineer,"Kubernetes, Docker, CI/CD",8.9,MS in Cloud Computing,AWS Certified DevOps Engineer,9.74,75.17,credible,Glassdoor
Frontend Developer,"CSS, JavaScript, Angular",1.3,MS in UI/UX Design,NA,9.04,35.57,credible,Indeed
System Administrator,"Networking, Windows Server, Firewall",5.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.1,52.3,credible,LinkedIn
Embedded Software Engineer,"C, C++, IoT",6.1,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.2,47.85,credible,Company Website
System Administrator,"Windows Server, Linux, Bash Scripting",3.7,MS in Systems Engineering,Microsoft Certified Solutions Expert,9.34,58.97,credible,LinkedIn
Business Analyst,"Data Analysis, Stakeholder Management, SQL",1.4,BBA in Business Analytics,Certified Business Analysis Professional,7.67,39.86,credible,Glassdoor
System Administrator,"Linux, Windows Server, Firewall",2.1,BS in IT Administration,Red Hat Certified Engineer,8.45,47.85,credible,LinkedIn
Product Manager,"User Research, JIRA, Scrum",8.6,BBA in Product Management,Certified Scrum Product Owner,6.01,44.58,credible,Company Website
Data Scientist,"Statistics, R, Machine Learning",3.7,PhD in Machine Learning,TensorFlow Developer,6.89,39.37,credible,LinkedIn
System Administrator,"Windows Server, Linux, Networking",2.9,BS in IT Administration,Red Hat Certified Engineer,10.0,62.25,credible,Glassdoor
Data Scientist,"Machine Learning, Deep Learning, Python",7.2,MS in Artificial Intelligence,TensorFlow Developer,8.27,59.16,credible,LinkedIn
Frontend Developer,"CSS, Angular, Vue.js",5.0,BS in Web Development,NA,8.09,37.22,credible,LinkedIn
Backend Developer,"Spring Boot, Django, Flask",8.1,B.Tech in Software Engineering,NA,6.86,35.13,credible,Glassdoor
System Administrator,"Bash Scripting, Firewall, Linux",4.0,MS in Systems Engineering,Red Hat Certified Engineer,5.97,32.76,credible,Indeed
Cybersecurity Analyst,"Network Security, SIEM, Ethical Hacking",0.8,MS in Information Security,CISSP,7.95,40.6,credible,Indeed
Backend Developer,"Node.js, Django, GraphQL",9.2,M.Tech in Software Systems,NA,5.99,30.92,credible,LinkedIn
Business Analyst,"SQL, Excel, Tableau",3.1,MBA in Data Analytics,Certified Business Analysis Professional,9.1,55.55,credible,Indeed
DevOps Engineer,"Docker, AWS, CI/CD",1.6,MS in Cloud Computing,Docker Certified Associate,6.86,33.88,credible,LinkedIn
Product Manager,"User Research, Scrum, JIRA",5.2,BBA in Product Management,Certified Scrum Product Owner,10.0,68.0,credible,Glassdoor
Database Administrator,"PostgreSQL, MongoDB, MySQL",8.1,BS in Database Management,Oracle Certified DBA,7.64,56.37,credible,Company Website
Data Scientist,"R, Python, Deep Learning",3.8,BS in Data Science,AWS Machine Learning,8.33,51.14,credible,Glassdoor
