Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Business Analyst,"Tableau, Excel, Stakeholder Management",6.6,BBA in Business Analytics,Certified Business Analysis Professional,8.45,15.99,credible,LinkedIn
Cybersecurity Analyst,"Penetration Testing, Network Security, SOC",4.3,BS in Cybersecurity,CompTIA Security+,8.34,14.74,credible,Company Website
Business Analyst,"SQL, Data Analysis, Tableau",6.7,MBA in Data Analytics,Certified Business Analysis Professional,7.12,12.04,credible,Glassdoor
System Administrator,"Networking, Bash Scripting, Linux",10.4,MS in Systems Engineering,Red Hat Certified Engineer,7.85,15.71,credible,Indeed
Product Manager,"Agile, Roadmap Planning, User Research",1.4,BBA in Product Management,Certified Scrum Product Owner,7.31,10.49,credible,Indeed
Frontend Developer,"Vue.js, Angular, CSS",4.3,BS in Web Development,NA,6.16,5.2,credible,LinkedIn
Cloud Engineer,"AWS, Azure, Terraform",6.5,MS in Cloud Computing,Azure Fundamentals,8.63,16.49,credible,LinkedIn
DevOps Engineer,"Docker, Kubernetes, CI/CD",2.9,MS in Cloud Computing,AWS Certified DevOps Engineer,9.14,16.58,credible,LinkedIn
Data Scientist,"Deep Learning, Statistics, Machine Learning",6.0,BS in Data Science,AWS Machine Learning,7.22,12.06,credible,Indeed
Embedded Software Engineer,"Microcontrollers, C++, C",1.0,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.43,7.69,credible,LinkedIn
Software Engineer,"C++, Python, Java",8.3,BS in Software Engineering,NA,7.15,9.77,credible,Indeed
Software Engineer,"Algorithms, C++, Data Structures",3.8,B.Tech in Computer Science,NA,7.72,9.68,credible,Glassdoor
Database Administrator,"Database Optimization, PostgreSQL, MongoDB",11.0,BS in Database Management,AWS Database Specialty,8.83,18.89,credible,LinkedIn
Business Analyst,"SQL, Data Analysis, Stakeholder Management",2.8,BBA in Business Analytics,Certified Business Analysis Professional,7.81,12.55,credible,Indeed
Cybersecurity Analyst,"SOC, Network Security, Penetration Testing",7.6,BS in Cybersecurity,CompTIA Security+,5.37,7.15,credible,LinkedIn
DevOps Engineer,"AWS, Terraform, Docker",5.0,MS in Cloud Computing,AWS Certified DevOps Engineer,9.14,17.42,credible,Glassdoor
Product Manager,"Scrum, Roadmap Planning, JIRA",5.8,MBA in Technology Management,Certified Scrum Product Owner,5.0,5.32,credible,Indeed
Business Analyst,"Excel, Tableau, SQL",0.9,BBA in Business Analytics,Certified Business Analysis Professional,6.14,6.78,credible,Company Website
Data Scientist,"Machine Learning, Python, R",5.6,PhD in Machine Learning,AWS Machine Learning,6.75,10.49,credible,Company Website
Software Engineer,"Algorithms, Data Structures, Java",8.8,M.Tech in Computer Science,NA,8.6,14.32,credible,Company Website
Software Engineer,"Data Structures, Java, Python",9.4,M.Tech in Computer Science,NA,7.19,10.33,credible,Indeed
Business Analyst,"SQL, Data Analysis, Excel",5.7,MBA in Data Analytics,Certified Business Analysis Professional,7.22,11.94,credible,LinkedIn
Software Engineer,"Python, Algorithms, Java",11.0,BS in Software Engineering,NA,6.2,8.0,credible,Indeed
Database Administrator,"MySQL, PostgreSQL, MongoDB",3.1,MS in Data Engineering,Oracle Certified DBA,7.7,12.34,credible,Indeed
Cybersecurity Analyst,"Ethical Hacking, SIEM, Network Security",6.0,BS in Cybersecurity,CISSP,6.66,10.38,credible,Glassdoor
Full Stack Developer,"Express, MongoDB, React",5.6,B.Tech in Computer Applications,NA,6.52,6.8,credible,Glassdoor
QA Engineer,"Test Automation, JIRA, Selenium",6.1,B.Tech in Computer Science,ISTQB,7.3,12.34,credible,Glassdoor
QA Engineer,"JUnit, Selenium, JIRA",7.9,MS in Software Testing,ISTQB,8.39,16.33,credible,Glassdoor
Frontend Developer,"Vue.js, CSS, Angular",6.5,BS in Web Development,NA,6.73,7.79,credible,LinkedIn
Database Administrator,"SQL, MongoDB, PostgreSQL",4.7,BS in Database Management,AWS Database Specialty,10.0,19.88,credible,Company Website
Cloud Engineer,"Azure, DevOps, AWS",3.6,MS in Cloud Computing,Azure Fundamentals,8.28,14.28,credible,LinkedIn
Frontend Developer,"React, Angular, CSS",4.2,MS in UI/UX Design,NA,9.06,13.86,credible,Glassdoor
Frontend Developer,"Vue.js, JavaScript, React",1.6,MS in UI/UX Design,NA,8.1,9.94,credible,Indeed
Database Administrator,"Database Optimization, PostgreSQL, SQL",4.8,MS in Data Engineering,AWS Database Specialty,5.0,4.92,credible,Indeed
Embedded Software Engineer,"C, IoT, RTOS",10.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.23,10.93,credible,LinkedIn
Embedded Software Engineer,"IoT, C, C++",5.7,MS in IoT,ARM Certified Embedded Developer,5.0,5.28,credible,Indeed
QA Engineer,"Selenium, JIRA, Test Automation",3.8,MS in Software Testing,ISTQB,7.41,11.75,credible,Glassdoor
Cloud Engineer,"AWS, Google Cloud, Azure",4.2,MS in Cloud Computing,AWS Solutions Architect,8.68,15.72,credible,Company Website
Full Stack Developer,"Django, Node.js, MongoDB",3.3,B.Tech in Computer Applications,NA,8.5,11.82,credible,Glassdoor
DevOps Engineer,"Kubernetes, AWS, Terraform",4.4,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.79,10.13,credible,Indeed
Frontend Developer,"JavaScript, CSS, React",6.8,BS in Web Development,NA,8.17,12.23,credible,LinkedIn
Frontend Developer,"Vue.js, JavaScript, React",0.0,BS in Web Development,NA,8.57,10.71,credible,Indeed
Data Scientist,"Machine Learning, Deep Learning, Statistics",1.1,PhD in Machine Learning,AWS Machine Learning,5.31,4.37,credible,Company Website
Frontend Developer,"CSS, Angular, React",0.0,MS in UI/UX Design,NA,7.2,6.6,credible,LinkedIn
DevOps Engineer,"CI/CD, Docker, Terraform",5.6,MS in Cloud Computing,Docker Certified Associate,6.26,9.02,credible,Indeed
Product Manager,"Roadmap Planning, Scrum, Agile",6.9,BBA in Product Management,Certified Scrum Product Owner,9.32,18.72,credible,Company Website
Cybersecurity Analyst,"SOC, Ethical Hacking, SIEM",3.4,BS in Cybersecurity,CompTIA Security+,7.86,12.94,credible,Glassdoor
Cloud Engineer,"Google Cloud, AWS, DevOps",5.4,MS in Cloud Computing,AWS Solutions Architect,6.13,8.55,credible,Glassdoor
Cloud Engineer,"DevOps, Azure, AWS",3.6,MS in Cloud Computing,Azure Fundamentals,8.69,15.51,credible,Glassdoor
Frontend Developer,"JavaScript, React, Angular",7.6,MS in UI/UX Design,NA,7.14,9.46,credible,Company Website
System Administrator,"Bash Scripting, Networking, Linux",4.4,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.38,11.9,credible,Company Website
Business Analyst,"SQL, Tableau, Stakeholder Management",4.8,BBA in Business Analytics,Certified Business Analysis Professional,8.72,16.08,credible,LinkedIn
Data Scientist,"Python, Machine Learning, Statistics",3.3,PhD in Machine Learning,AWS Machine Learning,7.85,12.87,credible,Indeed
QA Engineer,"Test Automation, Selenium, JUnit",0.9,B.Tech in Computer Science,ISTQB,6.6,8.16,credible,Glassdoor
Cloud Engineer,"Terraform, AWS, Azure",2.4,MS in Cloud Computing,AWS Solutions Architect,6.27,7.77,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, SOC, SIEM",7.3,MS in Information Security,CompTIA Security+,6.22,9.58,credible,Indeed
Full Stack Developer,"React, Express, MongoDB",6.9,MS in Full Stack Development,NA,7.73,10.95,credible,Glassdoor
Frontend Developer,"React, CSS, Vue.js",8.6,BS in Web Development,NA,6.77,8.75,credible,Company Website
Data Scientist,"Python, Deep Learning, Machine Learning",5.1,PhD in Machine Learning,TensorFlow Developer,6.54,9.66,credible,Company Website
Embedded Software Engineer,"C++, IoT, Microcontrollers",6.4,MS in IoT,ARM Certified Embedded Developer,8.27,15.37,credible,Indeed
System Administrator,"Bash Scripting, Firewall, Linux",6.0,BS in IT Administration,Microsoft Certified Solutions Expert,8.44,15.72,credible,Company Website
Data Scientist,"Python, Statistics, Deep Learning",5.5,MS in Artificial Intelligence,AWS Machine Learning,7.61,13.03,credible,Company Website
QA Engineer,"JUnit, Selenium, Test Automation",9.8,B.Tech in Computer Science,ISTQB,8.47,17.33,credible,Company Website
DevOps Engineer,"Terraform, Kubernetes, AWS",7.3,B.Tech in Information Technology,Docker Certified Associate,7.3,12.82,credible,Company Website
Software Engineer,"Java, Python, C++",3.1,M.Tech in Computer Science,NA,7.57,8.95,credible,Company Website
Backend Developer,"Node.js, Spring Boot, GraphQL",5.0,B.Tech in Software Engineering,NA,5.39,3.17,credible,Indeed
Software Engineer,"Python, Algorithms, Data Structures",5.1,M.Tech in Computer Science,NA,6.41,6.27,credible,Company Website
Data Scientist,"Machine Learning, Python, Deep Learning",9.2,BS in Data Science,AWS Machine Learning,6.64,11.6,credible,LinkedIn
QA Engineer,"JUnit, Test Automation, Selenium",1.1,MS in Software Testing,ISTQB,7.65,11.39,credible,Glassdoor
Data Scientist,"Deep Learning, R, Python",0.9,PhD in Machine Learning,AWS Machine Learning,7.02,9.42,credible,Company Website
Product Manager,"User Research, Scrum, Roadmap Planning",2.6,MBA in Technology Management,Certified Scrum Product Owner,9.73,18.23,credible,LinkedIn
Software Engineer,"C++, Python, Java",11.1,BS in Software Engineering,NA,7.19,11.01,credible,LinkedIn
Business Analyst,"SQL, Tableau, Stakeholder Management",0.0,BBA in Business Analytics,Certified Business Analysis Professional,5.48,4.44,credible,LinkedIn
Backend Developer,"Django, Spring Boot, Node.js",5.0,M.Tech in Software Systems,NA,5.54,3.62,credible,Indeed
Backend Developer,"Flask, Node.js, Django",6.7,B.Tech in Software Engineering,NA,6.76,7.96,credible,Indeed
QA Engineer,"Bug Tracking, JIRA, Selenium",7.1,MS in Software Testing,ISTQB,7.49,13.31,credible,Indeed
Frontend Developer,"Vue.js, Angular, JavaScript",2.6,BS in Web Development,NA,7.05,7.19,credible,LinkedIn
Business Analyst,"Tableau, Data Analysis, Stakeholder Management",8.1,BBA in Business Analytics,Certified Business Analysis Professional,6.85,11.79,credible,Indeed
Product Manager,"Scrum, JIRA, Agile",4.7,MBA in Technology Management,Certified Scrum Product Owner,7.47,12.29,credible,Glassdoor
Cloud Engineer,"Azure, Google Cloud, AWS",6.3,MS in Cloud Computing,AWS Solutions Architect,8.68,16.56,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",4.6,MS in Information Security,CISSP,6.28,8.68,credible,Glassdoor
Backend Developer,"Node.js, Django, Spring Boot",10.1,M.Tech in Software Systems,NA,6.1,7.34,credible,Glassdoor
Embedded Software Engineer,"C++, C, IoT",0.9,MS in IoT,ARM Certified Embedded Developer,8.7,14.46,credible,LinkedIn
AI/ML Engineer,"PyTorch, NLP, Reinforcement Learning",2.0,BS in AI & ML,Google Professional ML Engineer,7.1,10.1,credible,Indeed
Frontend Developer,"React, CSS, JavaScript",1.5,BS in Web Development,NA,6.32,4.56,credible,Indeed
QA Engineer,"JIRA, Selenium, Bug Tracking",4.3,B.Tech in Computer Science,Certified Selenium Tester,7.42,11.98,credible,Indeed
Cloud Engineer,"AWS, Google Cloud, DevOps",0.5,MS in Cloud Computing,Azure Fundamentals,6.61,8.03,credible,Company Website
QA Engineer,"Test Automation, JIRA, Bug Tracking",9.7,MS in Software Testing,ISTQB,8.28,16.72,credible,Glassdoor
QA Engineer,"Bug Tracking, Test Automation, JIRA",1.8,B.Tech in Computer Science,Certified Selenium Tester,8.03,12.81,credible,Indeed
System Administrator,"Linux, Firewall, Networking",11.1,MS in Systems Engineering,Red Hat Certified Engineer,6.51,11.97,credible,Company Website
Software Engineer,"Algorithms, C++, Java",3.4,B.Tech in Computer Science,NA,7.61,9.19,credible,Indeed
AI/ML Engineer,"NLP, PyTorch, Computer Vision",4.1,MS in Deep Learning,Google Professional ML Engineer,8.36,14.72,credible,Indeed
Frontend Developer,"React, CSS, Angular",10.3,MS in UI/UX Design,NA,8.97,16.03,credible,Indeed
QA Engineer,"JUnit, Bug Tracking, Test Automation",7.8,MS in Software Testing,Certified Selenium Tester,7.57,13.83,credible,LinkedIn
AI/ML Engineer,"Computer Vision, TensorFlow, NLP",3.4,MS in Deep Learning,Google Professional ML Engineer,7.0,10.36,credible,Company Website
Business Analyst,"Excel, SQL, Data Analysis",10.2,MBA in Data Analytics,Certified Business Analysis Professional,8.92,18.84,credible,Indeed
AI/ML Engineer,"Reinforcement Learning, PyTorch, TensorFlow",3.0,BS in AI & ML,Deep Learning Specialization,7.16,10.68,credible,Glassdoor
Frontend Developer,"Angular, React, Vue.js",2.9,BS in Web Development,NA,7.28,8.0,credible,LinkedIn
QA Engineer,"Bug Tracking, Selenium, JIRA",4.3,MS in Software Testing,ISTQB,8.75,15.97,credible,Indeed
QA Engineer,"JIRA, Test Automation, JUnit",3.7,B.Tech in Computer Science,Certified Selenium Tester,5.0,4.48,credible,Indeed
Cybersecurity Analyst,"SIEM, SOC, Penetration Testing",1.9,BS in Cybersecurity,CEH,5.78,6.1,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SOC",13.8,MS in Information Security,CompTIA Security+,8.78,19.86,credible,Glassdoor
Software Engineer,"C++, Data Structures, Algorithms",4.5,BS in Software Engineering,NA,8.2,11.4,credible,Glassdoor
System Administrator,"Firewall, Windows Server, Networking",0.5,BS in IT Administration,Red Hat Certified Engineer,7.15,9.65,credible,Indeed
System Administrator,"Windows Server, Firewall, Networking",3.3,MS in Systems Engineering,Microsoft Certified Solutions Expert,5.95,7.17,credible,LinkedIn
Cybersecurity Analyst,"SOC, Ethical Hacking, Penetration Testing",7.9,MS in Information Security,CEH,9.78,20.5,credible,Indeed
Full Stack Developer,"Express, Node.js, MongoDB",1.8,MS in Full Stack Development,NA,6.9,6.42,credible,Company Website
Business Analyst,"Tableau, Excel, Stakeholder Management",6.8,MBA in Data Analytics,Certified Business Analysis Professional,8.1,15.02,credible,Glassdoor
Software Engineer,"Algorithms, C++, Java",3.2,M.Tech in Computer Science,NA,5.53,2.87,credible,Indeed
Cybersecurity Analyst,"SOC, Ethical Hacking, SIEM",4.9,BS in Cybersecurity,CEH,9.01,16.99,credible,Glassdoor
AI/ML Engineer,"PyTorch, TensorFlow, Reinforcement Learning",2.2,PhD in AI,Google Professional ML Engineer,6.55,8.53,credible,LinkedIn
Product Manager,"Agile, Roadmap Planning, User Research",7.3,BBA in Product Management,Certified Scrum Product Owner,7.11,12.25,credible,Indeed
Cybersecurity Analyst,"SOC, Penetration Testing, SIEM",3.9,BS in Cybersecurity,CompTIA Security+,6.08,7.8,credible,Company Website
Database Administrator,"MySQL, SQL, Database Optimization",0.0,MS in Data Engineering,AWS Database Specialty,6.48,7.44,credible,Glassdoor
Database Administrator,"MySQL, MongoDB, SQL",5.3,BS in Database Management,AWS Database Specialty,6.43,9.41,credible,LinkedIn
DevOps Engineer,"AWS, Kubernetes, CI/CD",1.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.57,11.43,credible,Glassdoor
System Administrator,"Bash Scripting, Linux, Firewall",7.4,BS in IT Administration,Red Hat Certified Engineer,9.94,20.78,credible,Indeed
Database Administrator,"MySQL, SQL, MongoDB",8.6,BS in Database Management,Oracle Certified DBA,7.03,12.53,credible,Indeed
Frontend Developer,"JavaScript, React, CSS",1.0,MS in UI/UX Design,NA,5.81,2.83,credible,Glassdoor
Business Analyst,"Excel, Data Analysis, Tableau",0.0,BBA in Business Analytics,Certified Business Analysis Professional,6.39,7.17,credible,LinkedIn
Full Stack Developer,"Express, React, MongoDB",4.7,MS in Full Stack Development,NA,7.82,10.34,credible,Company Website
Backend Developer,"Node.js, GraphQL, Flask",4.0,B.Tech in Software Engineering,NA,7.33,8.59,credible,Glassdoor
Frontend Developer,"Angular, CSS, React",4.4,BS in Web Development,NA,9.97,16.67,credible,Indeed
Data Scientist,"R, Machine Learning, Python",7.9,BS in Data Science,TensorFlow Developer,6.56,10.84,credible,LinkedIn
DevOps Engineer,"Docker, AWS, CI/CD",0.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.51,10.81,credible,Company Website
System Administrator,"Windows Server, Firewall, Linux",9.4,BS in IT Administration,Microsoft Certified Solutions Expert,6.78,12.1,credible,Indeed
Data Scientist,"Statistics, Machine Learning, Deep Learning",5.0,PhD in Machine Learning,AWS Machine Learning,7.2,11.6,credible,Glassdoor
Embedded Software Engineer,"C, C++, RTOS",8.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.38,16.7,credible,LinkedIn
QA Engineer,"JIRA, Test Automation, Bug Tracking",1.7,B.Tech in Computer Science,Certified Selenium Tester,6.7,8.78,credible,Company Website
Database Administrator,"MySQL, Database Optimization, PostgreSQL",5.0,MS in Data Engineering,Oracle Certified DBA,9.17,17.51,credible,Glassdoor
Data Scientist,"Machine Learning, Statistics, Deep Learning",5.4,PhD in Machine Learning,TensorFlow Developer,8.26,14.94,credible,Indeed
Product Manager,"Roadmap Planning, JIRA, Agile",2.7,MBA in Technology Management,Certified Scrum Product Owner,8.31,14.01,credible,Glassdoor
Cloud Engineer,"Terraform, AWS, DevOps",8.1,MS in Cloud Computing,AWS Solutions Architect,7.19,12.81,credible,LinkedIn
Full Stack Developer,"MongoDB, Django, React",8.5,B.Tech in Computer Applications,NA,5.21,4.03,credible,Company Website
Full Stack Developer,"MongoDB, Django, Express",6.7,MS in Full Stack Development,NA,7.38,9.82,credible,Glassdoor
Cloud Engineer,"Azure, AWS, Google Cloud",4.9,MS in Cloud Computing,Azure Fundamentals,6.88,10.6,credible,Company Website
DevOps Engineer,"CI/CD, Kubernetes, Docker",5.6,MS in Cloud Computing,Docker Certified Associate,7.22,11.9,credible,Glassdoor
Cybersecurity Analyst,"Network Security, SIEM, Penetration Testing",6.1,BS in Cybersecurity,CEH,7.14,11.86,credible,LinkedIn
QA Engineer,"JIRA, Selenium, JUnit",5.1,B.Tech in Computer Science,Certified Selenium Tester,8.76,16.32,credible,Glassdoor
Cloud Engineer,"Azure, Google Cloud, DevOps",7.6,B.Tech in Computer Science,Azure Fundamentals,6.71,11.17,credible,LinkedIn
Cybersecurity Analyst,"SIEM, Network Security, SOC",8.2,MS in Information Security,CompTIA Security+,7.87,14.89,credible,Indeed
QA Engineer,"JIRA, Bug Tracking, JUnit",7.9,MS in Software Testing,Certified Selenium Tester,8.67,17.17,credible,Glassdoor
